location,startTime,crs,sbc,likes,most_recent_instructor,id,day,past_instructors,endTime,sctn,credits,subj,avgGrade,cmp,recent_two_instructors,semesters,courseTitle,classNbr
"{-, -}","-, -",488,EXP+,0,?,6436c26c7efba14cf3f900ac,"APPT, APPT",{},"-, -",T90,3 to 9,MEC,0,TUT,{},?,Mechanical Engnrng Internship,"95689, 92395"
{B204},12:30 PM,501,NaN,0,?,6436c26d7efba14cf3f900b5,F,{},3:20 PM,90,3,MEC,0,LEC,{},?,Conv Heat Transfer and Exchang,95623
{B313},12:30 PM,502,NaN,0,?,6436c2ab3023723180f7ebfd,M,{},3:20 PM,90,3,MEC,0,LEC,{},?,Conduction and Radiation Heat Transfer,54900
{A312},9:00 AM,529,NaN,0,?,65e815acee7bd45c98acc77f,MW,{},10:20 AM,,3,MEC,0,LEC,{},?,Introduction to Robotics: Theory and Applications,97005
{B104},12:30 PM,696,NaN,0,?,6436c2ac3023723180f7ec01,TUTH,{},1:50 PM,T90,3,MEC,0,TUT,{},?,Special Problems in Mechanical Engineering,56521
"{A211, C105}","9:00 AM(10:00 AM), 9:00 AM(10:00 AM)",203,ARTS;GLO,0,?,65eadc4f50d4111ca6f57b02,"TUTH(RETUTH), TUTH(RETUTH)",{},"9:50 AM(10:30 AM), 9:50 AM(10:30 AM)",90(R90),3,ARH,0,LEC(REC),{},?,Arts of Asia,"96963(96964), 56468(56469)"
"{A114, A114, B313, A115}","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM",205,ARTS,0,?,6436c26d7efba14cf3f900c9,"MF, MF, MF, MF",{},"11:50 AM, 11:50 AM, 11:50 AM, 11:50 AM",L90,3,ARS,0,LAB,{},?,Foundations: Idea and Form,"95668, 54904, 88861, 48462"
"{C105, C103, C105, C107}","9:00 AM, 9:00 AM, 9:00 AM, 2:00 PM",201,SNW,0,?,6436c26e7efba14cf3f900cd,"TUTH, MW, TUTH, TUTH",{},"10:20 AM, 10:20 AM, 10:20 AM, 3:20 PM",90,3,BIO,0,LEC,{},?,Organisms to Ecosystems,"95448, 54695, 88802, 48419"
"{A724, B314, A114, A114}","5:00 PM(6:30 PM)/2:00 PM(3:30 PM)/10:30 AM(9:30 AM)/2:00 PM(3:30 PM), 2:00 PM(3:30 PM)/10:30 AM(9:30 AM)/5:00 PM(6:30 PM), 4:30 PM(3:30 PM)/2:00 PM(3:30 PM)/10:30 AM(9:30 AM)/2:00 PM(3:30 PM), 1:30 PM(3:00 PM)/10:30 AM(9:30 AM)/2:00 PM(3:30 PM)",111,Partially fulfills: LANG,0,?,6436c26e7efba14cf3f900d0,"MW(RECM)/TUTH(RETU)/TUTH(RETH)/MW(RECW), TUTH(RETU)/TUTH(RETH)/MW(RECM), MW(RECM)/TUTH(RECTU)/TUTH(RECTH)/MW(RECW), TUTH(TU)/TUTH(TH)/MW(M)",{},"6:20 PM(7:25 PM)/3:20 PM(4:25 PM)/11:50 AM(10:25 AM)/3:20 PM(4:25 PM), 3:20 PM(4:25 PM)/11:50 AM(10:25 AM)/6:20 PM(7:25 PM), 5:50 PM(4:20 PM)/3:20 PM(4:25 PM)/11:50 AM(10:25 AM)/3:20 PM(4:25 PM), 2:50 PM(3:55 PM)/11:50 AM(10:25 AM)/3:20 PM(4:25 PM)","90(R90)/91(R91)/92(R92)/93(R93), 90(R90)/91(R91)/92(R92)",4,CHI,0,LEC(REC),{},?,Elementary Chinese I,"95542(95541)/95566(95567)/95600(95599)/95688(95687), 54763(54762)/54781(54782)/56205(56206), 88836(88835)/88840(88841)/88851(88850)/88866(88865), 48436(48435)/48441(48442)/49109(49110)"
{C107},9:00 AM(10:00 AM),102,"GLO, SBS",0,?,6436c2ae3023723180f7ec0f,MW(RECW),{},9:55 AM(10:55 AM),90(R90),3,HIS,0,LEC(REC),{},?,"Modern European History, 18th c. to the Present",56227(56228)
"{C105, A704, A211, B203}","9:00 AM/12:00 PM, 12:00 PM/9:00 AM, 9:00 AM/12:00 PM, 9:00 AM/12:00 PM",220,GLO; HUM; LANG,0,?,6436c26f7efba14cf3f900eb,"M, M, M, M",{},"11:50 AM/2:50 PM, 2:50 PM/11:50 AM, 11:50 AM/2:50 PM, 11:50 AM/2:50 PM","90/91, 90/91, 90/91, 90/91",3,KOR,0,LEC,{},?,Intermediate Heritage Korean,"95493/95680, 54764/56245, 88828/88864, 48437/49119"
"{C107, C107, C105, C105}","5:00 PM(12:30 PM), 5:00 PM(12:30 PM), 5:00 PM(10:30 AM), 5:00 PM(12:30 PM)",123,QPS,0,?,6436c26f7efba14cf3f900f0,"MW(RECM), MW(RECM), MW(RECM), MW(RECM)",{},"6:20 PM(1:25 PM), 6:20 PM(1:25 PM), 6:20 PM(11:25 AM), 6:20 PM(1:25 PM)",90(R90),3,MAT,0,LEC(REC),{},?,Precalculus,"95491(95492), 54696(54697), 88826(88827), 48420(48421)"
{A117},9:00 AM,581,NaN,0,?,6436c26f7efba14cf3f900f4,F,{},11:50 AM,90,3,OAE,0,LEC,{},?,Oral Acad. English (Int.),95449
"{A117, A116}","9:00 AM, 9:00 AM",585,NaN,0,?,6436c2707efba14cf3f900f5,"F, F",{},"11:50 AM, 11:50 AM",90,3,OAE,0,LEC,{},?,Oral Acad. English (Advanced),"95450, 54871"
"{B314, B314}","9:00 AM, 9:00 AM",111,Partially fulfills: LANG,0,?,65eadf8850d4111ca6f57b08,"MW, MW",{},"10:50 AM, 10:50 AM",90,4,SPN,0,LEC,{},?,Elementary Spanish I,"97192, 56534"
"{B104, A117}","10:30 AM, 10:30 AM",101,Partially fulfills: WRT,0,?,6436c2717efba14cf3f9010d,"MW, MW",{},"11:50 AM, 11:50 AM",,3,WRT,0,LEC,{},?,Introductory Writing Workshop - Hyun-ju Kim,
"{B104, B206, B104/B206/B104/B104, B104}","9:00 AM/10:30 AM/2:00 PM, 9:00 AM/10:30 AM/2:00 PM, 9:00 AM/10:30 AM/10:30 AM/2:00 PM, 9:00 AM/10:30 AM",102,WRT,0,?,6436c2717efba14cf3f90111,"TUTH, TUTH, TUTH/MW/TUTH/TUTH, TUTH",{},"10:20 AM/11:50 AM/3:20 PM, 10:20 AM/11:50 AM/3:20 PM, 10:20 AM/11:50 AM/11:50 AM/3:20 PM, 10:20 AM/11:50 AM",,3,WRT,0,LEC,{},?,Intermediate Writing Workshop - Timothy Fletcher,","
"{B206, A116}","10:30 AM/2:00 PM, 2:00 PM/3:30 PM",102,WRT,0,?,6436c2717efba14cf3f90112,"TUTH, TUTH",{},"11:50 AM/3:20 PM, 3:20 PM/4:50 PM",,3,WRT,0,LEC,{},?,Intermediate Writing Workshop - Andrew Schenck,
{B104/B205/A703},2:00 PM/3:30 PM/3:30 PM,102,WRT,0,?,65f65b8950d4111ca6f57b19,TUTH/TUTH/MW,{},3:20 PM/4:50 PM/4:50 PM,,3,WRT,0,LEC,{},?,Intermediate Writing Workshop - Corrine Spencer,","
"{A117, A116, A116/A116/A116/B206, A116}","3:30 PM/10:30 AM/9:00 AM, 2:00 PM/10:30 AM/9:00 AM, 9:00 AM/10:30 AM/3:30 PM/9:00 AM, 2:00 PM/10:30 AM/9:00 AM/3:30 PM",194,NaN,0,?,6436c2707efba14cf3f90108,"MW, MW, TUTH/TUTH/TUTH/MW, MW",{},"4:50 PM/11:50 AM/10:20 AM, 3:20 PM/11:50 AM/10:20 AM, 10:20 AM/11:50 AM/4:50 PM/10:20 AM, 3:20 PM/11:50 AM/10:20 AM/4:50 PM",,3,WAE,0,LEC,{},?,Advanced Writing Academic Eng - Lindsay Dennison,","
"{-, -, -, -}","-, -, -, -",499,NaN,0,?,6436c26c7efba14cf3f900ae,"APPT, APPT, APPT, APPT",{},"-, -, -, -",,0 to 3,MEC,0,TUT,{},?,Research in Mechanical Engnrng,
{B618},10:30 AM,536,NaN,0,?,6436c26d7efba14cf3f900b7,MW,{},11:50 AM,90,3,MEC,0,LEC,{},?,Mechanics of Solids,96315
"{B105, A117}","9:00 AM, 9:00 AM",550,NaN,0,?,6436c2ab3023723180f7ec00,"F, F",{},"11:50 AM, 11:50 AM",90,3,MEC,0,LEC,{},?,Mechatronics,"54835, 52208"
{B314},3:30 PM,560,NaN,0,?,65ea0f3350d4111ca6f57afc,M,{},6:20 PM,90,3,MEC,0,LEC,{},?,Advanced Control Systems,56871
{A724},3:30 PM,564,NaN,0,?,65e8162dee7bd45c98acc782,TUTH,{},4:50 PM,90,3,MEC,0,LEC,{},?,Fundamentals of Aerodynamics,97201
"{-, -, -, -}","-, -, -, -",599,NaN,0,?,6436c26d7efba14cf3f900b9,"APPT, APPT, APPT, APPT",{},"-, -, -, -",,1 to 12,MEC,0,TUT,{},?,Research,
"{-, -, -, -}","-, -, -, -",691,NaN,0,?,6436c26d7efba14cf3f900bf,"HTBA, HTBA, HTBA, HTBA",{},"-, -, -, -",S90,NaN,MEC,0,SEM,{},?,Mechanical Engineering Seminar,"95524, ?, 92307, 52164"
"{A704, A724}","10:30 AM(9:30 AM), 10:30 AM(9:30 AM)",332,NaN,0,?,6436c26f7efba14cf3f900e0,"TUTH(RECTU), TUTH(RECTU)",{},"11:50 AM(10:25 AM), 11:50 AM(10:25 AM)",90(R90),3,ESG,0,LEC(REC),{},?,Materials Sci I: Struct & Prop,"95538(95537), 92318(92317)"
{C107},9:00 AM(10:00 AM),101,GLO; SBS,0,?,6436c26f7efba14cf3f900e5,MW(RECW),{},9:55 AM(10:55 AM),90(R90),3,HIS,0,LEC(REC),{},?,Ancient Mesopotamia to Early Modern Europe,96318(96319)
{C105},9:00 AM,238,STAS,0,?,65ebefef50d4111ca6f57b0c,MW,{},10:20 AM,90,3,HIS,0,LEC,{},?,"Science, Technology, and Medicine in Western Civilization II",56478
"{C103, C103, C103, C107}","9:30 AM, 9:30 AM, 9:30 AM, 9:30 AM",105,ARTS,0,?,6436c26f7efba14cf3f900f3,"TU, TU, TU, TU",{},"12:30 PM, 12:20 PM, 12:30 PM, 12:20 PM",90,3,MUS,0,LEC,{},?,Music Cultures of the World,"95545, 54802, 88837, 48446"
"{C103, C103, C103, C105}","2:00 PM, 2:00 PM, 2:00 PM, 2:00 PM",102,SBS; USA,0,?,6436c2707efba14cf3f900fe,"MW, MW, MW, MW",{},"3:20 PM, 3:20 PM, 3:20 PM, 3:20 PM",90,3,POL,0,LEC,{},?,Intro to American Government,"95476, 56263, 88816, 56486"
"{A211, A211, B105, A211}","10:30 AM(9:30 AM), 10:30 AM(9:30 AM), 10:30 AM(9:30 AM), 10:30 AM(9:30 AM)",131,SNW,0,?,6436c2707efba14cf3f900f6,"TUTH(RECW), TUTH(RECW), TUTH(RECW), TUTH(RECW)",{},"11:50 AM(10:25 AM), 11:50 AM(10:25 AM), 11:50 AM(10:25 AM), 11:50 AM(10:25 AM)",90(R90),3,PHY,0,LEC(REC),{},?,Classical Physics I,"95484(95485), 88824(88825), 48413(48412)"
"{A211(A114), A211(A114), B105, A211}","9:00 AM(10:30 AM), 9:00 AM(10:30 AM), 9:00 AM(10:30 AM), 9:00 AM(10:30 AM)",132,SNW,0,?,6436c2707efba14cf3f900f8,"TUTH(RECW), TUTH(RECW), TUTH(RECW), TUTH(RECW)",{},"10:20 AM(11:25 AM), 10:20 AM(11:25 AM), 10:20 AM(11:25 AM), 10:20 AM(11:25 AM)","90(R90), 91(R91), 90(R90), 91(R91)",3,PHY,0,LEC(REC),{},?,Classical Physics II,"95480(95481), 88820(88821), 48414(48415)"
"{B206, B313}","2:00 PM/3:30 PM, 2:00 PM/3:30 PM",101,Partially fulfills: WRT,0,?,65ead69d50d4111ca6f57aff,"TUTH, MW/TUTH",{},"3:20 PM/4:50 PM, 3:20 PM/4:50 PM",,3,WRT,0,LEC,{},?,Introductory Writing Workshop - Adam White,","
"{A116, B104}","10:30 AM/2:00 PM/3:30 PM, 9:00 AM/2:00 PM/3:30 PM",101,Partially fulfills: WRT,0,?,6436c2707efba14cf3f9010b,"MW/TUTH/TUTH, TUTH",{},"11:50 AM/3:20 PM/4:50 PM, 10:20 AM/3:20 PM/4:50 PM",,3,WRT,0,LEC,{},?,Introductory Writing Workshop - Jessamine Price,
"{A117, B104}","9:00 AM/10:30 AM/2:00 PM, 10:30 AM/2:00 PM",101,Partially fulfills: WRT,0,?,6436c2707efba14cf3f9010c,"TUTH, TUTH",{},"10:20 AM/11:50 AM/3:20 PM, 11:50 AM/3:20 PM",,3,WRT,0,LEC,{},?,Introductory Writing Workshop - Terrence Oliga,
{B104},10:30 AM,102,WRT,0,?,6436c2b03023723180f7ec27,TUTH,{},11:50 AM,,3,WRT,0,LEC,{},?,Intermediate Writing Workshop - Jessamine Price,
"{B206, A117, A117}","10:30 AM/9:00 AM, 3:30 PM/9:00 AM, 3:30 PM/9:00 AM",192,NaN,0,?,6436c2af3023723180f7ec1d,"MW, TUTH, TUTH",{},"11:50 AM/10:20 AM, 4:50 PM/10:20 AM, 4:50 PM/10:20 AM",,3,WAE,0,LEC,{},?,High Intermediate Writing - Yeji Seok,","
"{B104, B104, A117, A117/A117/A704}","10:30 AM/2:00 PM/3:30 PM, 2:00 PM/3:30 PM, 2:00 PM/3:30 PM/9:00 AM, 2:00 PM/3:30 PM/10:30 AM",192,NaN,0,?,6436c2707efba14cf3f90102,"MW, MW, MW, MW",{},"11:50 AM/3:20 PM/4:50 PM, 3:20 PM/4:50 PM, 3:20 PM/4:50 PM/10:20 AM, 3:20 PM/4:50 PM/11:50 AM",,3,WAE,0,LEC,{},?,High Intermediate Writing - Hyun-ju Kim,","
"{B206, A117}","10:30 AM, 10:30 AM",194,NaN,0,?,6436c2707efba14cf3f90106,"MW, MW",{},"11:50 AM, 11:50 AM",,3,WAE,0,LEC,{},?,Advanced Writing Academic English - Andrew Lasher,
{B618},10:30 AM,530,NaN,0,?,65ea0e4150d4111ca6f57afa,MW,{},11:50 AM,90,3,MEC,0,LEC,{},?,Applied Stress Analysis,56482
{B618},10:30 AM,539,NaN,0,?,65e815f0ee7bd45c98acc781,MW,{},11:50 AM,90,3,MEC,0,LEC,{},?,Introduction to Finite Element Methods,96979
{B104},3:30 PM,559,NaN,0,?,65ea0ed850d4111ca6f57afb,MW,{},4:50 PM,90,3,MEC,0,LEC,{},?,Mobile Robotics and Autonomous Vehicles,56814
"{-, -, -, -}","-, -, -, -",699,NaN,0,?,6436c26d7efba14cf3f900c2,"APPT, APPT, APPT, APPT",{},"-, -, -, -",,1 to 9,MEC,0,TUT,{},?,Dissertation Resrch on Campus,
"{C103, C103, C105, C105}","12:30 PM, 12:30 PM, 12:30 PM, 12:30 PM",102,SNW,0,?,6436c26e7efba14cf3f900cc,"F, F, F, F",{},"3:20 PM, 3:20 PM, 3:20 PM, 3:20 PM",90,3,ATM,0,LEC,{},?,Weather and Climate,"95544, ?, 54778, 93951, 53630"
"{B103, B103}","9:00 AM, 9:00 AM",120,SPK,0,?,65eadd1550d4111ca6f57b03,"MW, MW",{},"10:20 AM, 10:20 AM",90,3,COM,0,LEC,{},?,Fundamentals of Public Speaking,"96939, 56471"
"{B207, C103, B203/C107, B103}","3:30 PM(2:00 PM)/10:30 AM(2:00 PM), 3:00 PM(2:00 PM), 3:00 PM(2:00 PM)/10:30 AM(12:00 PM), 3:00 PM(2:00 PM)",108,SBS,0,?,6436c26e7efba14cf3f900da,"TUTH(RETU)/TUTH(RETH), TU(RETU), TU(RECTU)/TUTH(RECTU), TU(RECTU)",{},"4:50 PM(2:55 PM)/11:50 AM(2:55 PM), 5:50 PM(2:55 PM), 5:50 PM(2:55 PM)/11:50 AM(12:55 PM), 5:50 PM(2:55 PM)","90(R90)/91(R91), 90(R90), 90(R90)/91(R91), 90(R90)",4,ECO,0,LEC(REC),{},?,Introduction to Economics,"95482(95483)/95634(95633), 54596(54597), 88822(88823)/88857(88856), 48410(48411)"
{B314},9:00 AM(10:30 AM),281,NaN,0,?,6436c26e7efba14cf3f900de,TUTH(RETU),{},10:20 AM(11:25 AM),90(R90),3,ESG,0,LEC(REC),{},?,Engnrng Intro to Solid State,95536(95535)
"{C105, C105, C103, C103}","9:30 AM/2:00 PM, 9:30 AM/1:00 PM, 2:00 PM/9:30 AM, 1:00 PM/9:30 AM",102,HUM,0,?,6436c26f7efba14cf3f900e2,"F, F, F, F",{},"12:20 PM/4:50 PM, 12:20 PM/3:50 PM, 4:50 PM/12:20 PM, 3:50 PM/12:20 PM","91/92, 90/91, 91/92, 90/91",3,FLM,0,LEC,{},?,Intro to Film and TV Composition,"95681/96400, 54682/56244, 94105/94115, 54914/54205"
"{C103, C103, C105, C105}","9:30 AM, 9:30 AM, 9:30 AM, 9:30 AM",102,SNW,0,?,6436c26f7efba14cf3f900e4,"F, F, F, F",{},"12:20 PM, 12:20 PM, 12:20 PM, 12:20 PM",90,3,GEO,0,LEC,{},?,The Earth,"95640, 54863, 88858, 48455"
"{C105, C105}","3:30 PM(12:30 PM), 3:30 PM(12:30 PM)",104,"DIV, SBS, USA",0,?,6436c2ae3023723180f7ec11,"TUTH(RETH), TUTH(RETH)",{},"4:25 PM(1:25 PM), 4:25 PM(1:25 PM)",90(R90),3,HIS,0,LEC(REC),{},?,United States Since 1877,"56220(56221), 49111(49112)"
"{A114, A724, A312, A724}","9:00 AM(10:30 AM), 9:00 AM(10:30 AM), 9:00 AM(10:30 AM), 9:00 AM(10:30 AM)",111,Partially fulfills: LANG,0,?,6436c26f7efba14cf3f900e9,"TUTH(RETU), TUTH(RETU), TUTH(RETU), TUTH(RETU)",{},"10:20 AM(11:25 AM), 10:20 AM(11:25 AM), 10:20 AM(11:25 AM), 10:20 AM(11:25 AM)",90(R90),4,KOR,0,LEC(REC),{},?,Elementary Korean I,"95663(95662), 54806(54805), 88860(88859), 48449(48448)"
{A312},12:30 PM(1:50 PM),112,Partially fulfills: LANG,0,?,65eade5a50d4111ca6f57b05,TUTH(RETH),{},1:50 PM(12:25 PM),90(R90),4,KOR,0,LEC(REC),{},?,Elementary Korean II,96945(96946)
{A724},12:30 PM,211,"GLO, LANG",0,?,65ebfaba50d4111ca6f57b0d,TUTH,{},1:50 PM,90,4,KOR,0,LEC,{},?,Intermediate Korean I,57075
"{B105, B207}","2:00 PM, 9:00 AM",200,STEM+,0,?,6436c26f7efba14cf3f900f2,"MW, TUTH",{},"3:20 PM, 10:20 AM",90,3,MAT,0,LEC,{},?,"Logic, Language and Proof","95589, 88844"
"{C103, B105}","12:30 PM, 12:30 PM",101,HUM,0,?,65eadeea50d4111ca6f57b06,"TU, TU",{},"3:20 PM, 3:20 PM",90,3,PHI,0,LEC,{},?,Historical Introduction to Western Philosophy,"97117, 56484"
"{A211, B204, B203, B203}","12:30 PM(2:00 PM), 12:30 PM(2:25 PM), 12:30 PM(2:20 PM), 12:30 PM(2:20 PM)",206,SBS+,0,?,6436c2707efba14cf3f90100,"TUTH(RETH), F(RECF), F(RECF), F(RECF)",{},"1:25 PM(2:55 PM), 2:20 PM(3:20 PM), 2:20 PM(3:15 PM), 2:20 PM(3:15 PM)",90(R90),3,SUS,0,LEC(REC),{},?,Economics and Sustainability,"95585(95586), 54833(54832), 93952(93953), 53632(53631)"
"{C107, C107, C107, C107}","3:00 PM, 3:00 PM, 12:00 PM, 12:00 PM",247,DIV; SBS,0,?,6436c2707efba14cf3f900ff,"F, F, F, F",{},"5:50 PM, 5:50 PM, 2:50 PM, 2:50 PM",90,3,SOC/WST,0,LEC,{},?,Sociology of Gender,"95595, 54830, 88848/88849, 48452&48453"
"{B206, B206}","9:00 AM, 9:00 AM",101,Partially fulfills: WRT,0,?,65ead5f550d4111ca6f57afd,"TUTH, TUTH",{},"10:20 AM, 10:20 AM",,3,WRT,0,LEC,{},?,Introductory Writing Workshop - Elizabeth May,","
